Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
40512149,10/10/2018 11:11,10/12/2018 8:01,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10010,3 PETER COOPER ROAD,PETER COOPER ROAD,BEND,BEND,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 8:01,06 MANHATTAN,MANHATTAN,990554,207027,Unspecified,MANHATTAN,,,,,,,,40.7349157,-73.97725301,"(40.73491569948548, -73.97725301302047)"
40512059,10/10/2018 16:20,10/12/2018 7:56,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10465,3 MAPLE AVENUE,MAPLE AVENUE,CHAFFEE AVE,SCHURZ AVE,,,ADDRESS,BRONX,,N/A,Closed,,10/12/2018 7:56,10 BRONX,BRONX,1036632,236307,Unspecified,BRONX,,,,,,,,40.81512855,-73.81075988,"(40.81512855381288, -73.81075988219833)"
40512058,10/10/2018 16:54,10/12/2018 7:32,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10027,113 WEST  122 STREET,WEST  122 STREET,LENOX AVE,ADAM CLAYTON POWELL JR BLVD,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:32,10 MANHATTAN,MANHATTAN,998762,232978,Unspecified,MANHATTAN,,,,,,,,40.80613476,-73.94757971,"(40.806134756082336, -73.94757971176966)"
40512057,10/10/2018 10:26,10/12/2018 7:36,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10009,274 1 AVENUE,1 AVENUE,E 16 ST,E 17 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:36,06 MANHATTAN,MANHATTAN,989401,206226,Unspecified,MANHATTAN,,,,,,,,40.7327179,-73.98141404,"(40.7327178982727, -73.98141404427282)"
40512056,10/10/2018 14:16,10/12/2018 7:58,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10027,1 WEST  127 STREET,WEST  127 STREET,5 AVE,LENOX AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:58,10 MANHATTAN,MANHATTAN,1000366,233629,Unspecified,MANHATTAN,,,,,,,,40.80791879,-73.94178418,"(40.80791879074063, -73.9417841771661)"
40511980,10/10/2018 9:05,10/11/2018 10:06,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10010,511 EAST   20 STREET,EAST   20 STREET,20 STREET LOOP,20 STREET LOOP,,,ADDRESS,NEW YORK,,N/A,Closed,,10/11/2018 10:06,06 MANHATTAN,MANHATTAN,990530,206629,Unspecified,MANHATTAN,,,,,,,,40.7338233,-73.97733998,"(40.73382330460954, -73.97733998472232)"
40511979,10/10/2018 14:10,10/12/2018 7:36,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10035,1485 5 AVENUE,5 AVENUE,E 119 ST,E 120 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:36,11 MANHATTAN,MANHATTAN,999494,231740,Unspecified,MANHATTAN,,,,,,,,40.80273555,-73.94493839,"(40.802735554556925, -73.94493839087735)"
40511851,10/10/2018 12:52,10/12/2018 8:01,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10011,187 9 AVENUE,9 AVENUE,W 21 ST,W 22 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 8:01,04 MANHATTAN,MANHATTAN,983676,210879,Unspecified,MANHATTAN,,,,,,,,40.74549071,-74.00207152,"(40.7454907101964, -74.0020715169584)"
40511461,10/10/2018 21:47,10/12/2018 7:58,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10027,410 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,W 130 ST,W 133 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:58,10 MANHATTAN,MANHATTAN,998223,235925,Unspecified,MANHATTAN,,,,,,,,40.81422432,-73.94952055,"(40.814224320719624, -73.94952055422276)"
40511434,10/10/2018 8:42,10/12/2018 7:34,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,10009,274 1 AVENUE,1 AVENUE,E 16 ST,E 17 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:34,06 MANHATTAN,MANHATTAN,989401,206226,Unspecified,MANHATTAN,,,,,,,,40.7327179,-73.98141404,"(40.7327178982727, -73.98141404427282)"
40511348,10/10/2018 13:31,10/12/2018 7:54,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10035,1485 5 AVENUE,5 AVENUE,E 119 ST,E 120 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:54,11 MANHATTAN,MANHATTAN,999494,231740,Unspecified,MANHATTAN,,,,,,,,40.80273555,-73.94493839,"(40.802735554556925, -73.94493839087735)"
40511347,10/10/2018 14:00,10/12/2018 8:05,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10456,837 TRINITY AVENUE,TRINITY AVENUE,E 160 ST,E 161 ST,,,ADDRESS,BRONX,,N/A,Closed,,10/12/2018 8:05,01 BRONX,BRONX,1010063,238452,Unspecified,BRONX,,,,,,,,40.82113356,-73.90673718,"(40.82113356050525, -73.90673717900877)"
40511307,10/10/2018 10:41,10/11/2018 10:08,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10465,6 INDIAN TRAIL,INDIAN TRAIL,SUNSET TRL,PLAZA PL,,,ADDRESS,BRONX,,N/A,Closed,,10/11/2018 10:08,10 BRONX,BRONX,1036938,235615,Unspecified,BRONX,,,,,,,,40.81322739,-73.80965983,"(40.81322739184422, -73.80965983362758)"
40511074,10/10/2018 20:50,10/11/2018 10:15,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10009,14 STUYVESANT OVAL,STUYVESANT OVAL,BEND,AVENUE C LOOP,,,ADDRESS,NEW YORK,,N/A,Closed,,10/11/2018 10:15,06 MANHATTAN,MANHATTAN,990806,205722,Unspecified,MANHATTAN,,,,,,,,40.73133361,-73.97634498,"(40.731333612173785, -73.97634498252098)"
40511073,10/10/2018 12:39,10/12/2018 7:56,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10027,118 WEST  123 STREET,WEST  123 STREET,LENOX AVE,ADAM CLAYTON POWELL JR BLVD,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:56,10 MANHATTAN,MANHATTAN,998851,233224,Unspecified,MANHATTAN,,,,,,,,40.80680981,-73.94725769,"(40.80680981145933, -73.94725769076324)"
40511035,10/10/2018 11:10,10/12/2018 9:29,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10009,21 STUYVESANT OVAL,STUYVESANT OVAL,BEND,20 STREET LOOP,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 9:29,06 MANHATTAN,MANHATTAN,990418,206137,Unspecified,MANHATTAN,,,,,,,,40.73247296,-73.97774456,"(40.732472964401346, -73.97774456340197)"
40510881,10/10/2018 17:50,10/11/2018 10:12,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,10463,3311 GILES PLACE,GILES PLACE,FT INDEPENDENCE ST,CANNON PL,,,ADDRESS,BRONX,,N/A,Closed,,10/11/2018 10:12,08 BRONX,BRONX,1012307,259473,Unspecified,BRONX,,,,,,,,40.8788231,-73.89854161,"(40.878823102534426, -73.8985416074548)"
40510462,10/10/2018 9:39,10/12/2018 7:49,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,10011,520 WEST   23 STREET,WEST   23 STREET,HIGH LINE,11 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:49,04 MANHATTAN,MANHATTAN,982800,211840,Unspecified,MANHATTAN,,,,,,,,40.74812831,-74.00523313,"(40.748128313667664, -74.0052331333004)"
40510312,10/10/2018 22:23,10/11/2018 10:16,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10016,222 EAST   34 STREET,EAST   34 STREET,QUEENS MIDTOWN TUNNEL EXIT,2 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,10/11/2018 10:16,06 MANHATTAN,MANHATTAN,990597,210803,Unspecified,MANHATTAN,,,,,,,,40.74527985,-73.97709429,"(40.74527985017423, -73.97709429151544)"
40510273,10/10/2018 16:59,10/12/2018 8:11,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10010,360 1 AVENUE,1 AVENUE,E 21 ST,E 22 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 8:11,06 MANHATTAN,MANHATTAN,990008,207317,Unspecified,MANHATTAN,,,,,,,,40.73571205,-73.97922292,"(40.73571205024962, -73.9792229193906)"
40510081,10/10/2018 0:57,10/11/2018 11:22,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10463,3135 JOHNSON AVENUE,JOHNSON AVENUE,W 231 ST,CAMBRIDGE AVE,,,ADDRESS,BRONX,,N/A,Closed,,10/11/2018 11:22,08 BRONX,BRONX,1008914,260850,Unspecified,BRONX,,,,,,,,40.88261267,-73.91080613,"(40.8826126715651, -73.91080613384722)"
40510080,10/10/2018 1:14,10/12/2018 7:52,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10035,1990 LEXINGTON AVENUE,LEXINGTON AVENUE,E 121 ST,E 122 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:52,11 MANHATTAN,MANHATTAN,1001107,231500,Unspecified,MANHATTAN,,,,,,,,40.80207389,-73.93911281,"(40.80207389040762, -73.93911280947297)"
40510079,10/10/2018 6:30,10/12/2018 7:41,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10016,300 EAST   34 STREET,EAST   34 STREET,2 AVE,QUEENS MIDTOWN TUNNEL APPR,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:41,06 MANHATTAN,MANHATTAN,990959,210603,Unspecified,MANHATTAN,,,,,,,,40.74473063,-73.97578807,"(40.744730633043375, -73.9757880681296)"
40510053,10/10/2018 11:22,10/12/2018 7:51,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10027,117 WEST  123 STREET,WEST  123 STREET,LENOX AVE,ADAM CLAYTON POWELL JR BLVD,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:51,10 MANHATTAN,MANHATTAN,998865,233223,Unspecified,MANHATTAN,,,,,,,,40.80680704,-73.94720712,"(40.806807043588385, -73.94720712159923)"
40509588,10/10/2018 15:33,10/11/2018 10:11,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,10009,6 STUYVESANT OVAL,STUYVESANT OVAL,BEND,AVENUE C LOOP,,,ADDRESS,NEW YORK,,N/A,Closed,,10/11/2018 10:11,06 MANHATTAN,MANHATTAN,990643,205693,Unspecified,MANHATTAN,,,,,,,,40.73125413,-73.97693314,"(40.7312541335984, -73.97693313815105)"
40509583,10/10/2018 8:59,10/12/2018 8:06,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,10016,343 EAST   30 STREET,EAST   30 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 8:06,06 MANHATTAN,MANHATTAN,990823,209491,Unspecified,MANHATTAN,,,,,,,,40.74167857,-73.97627996,"(40.74167857291197, -73.97627996157185)"
40509381,10/10/2018 10:28,10/18/2018 13:45,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11415,103 MOWBRAY DRIVE,MOWBRAY DRIVE,AUSTIN ST,KEW GARDENS RD,,,ADDRESS,Kew Gardens,,N/A,Closed,,10/18/2018 13:45,09 QUEENS,QUEENS,1031381,198020,Unspecified,QUEENS,,,,,,,,40.71007038,-73.82999852,"(40.71007038043839, -73.82999852424494)"
40509143,10/10/2018 9:19,10/11/2018 10:07,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10009,278 1 AVENUE,1 AVENUE,E 16 ST,E 17 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,10/11/2018 10:07,06 MANHATTAN,MANHATTAN,989425,206267,Unspecified,MANHATTAN,,,,,,,,40.73283042,-73.98132742,"(40.73283041918869, -73.98132741539294)"
40508629,10/10/2018 11:01,10/12/2018 9:32,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,10461,1275 BRADFORD AVENUE,BRADFORD AVENUE,PAINE ST,WATERBURY AVE,,,ADDRESS,BRONX,,N/A,Closed,,10/12/2018 9:32,10 BRONX,BRONX,1031094,244197,Unspecified,BRONX,,,,,,,,40.83681542,-73.83071184,"(40.836815419240764, -73.83071184046047)"
40508574,10/10/2018 13:24,10/11/2018 10:09,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,10039,206 WEST  148 STREET,WEST  148 STREET,ADAM CLAYTON POWELL JR BLVD,FREDERICK DOUGLASS BLVD,,,ADDRESS,NEW YORK,,N/A,Closed,,10/11/2018 10:09,10 MANHATTAN,MANHATTAN,1001331,239421,Unspecified,MANHATTAN,,,,,,,,40.82381439,-73.93828357,"(40.823814391623685, -73.93828356816849)"
40508149,10/10/2018 10:12,10/12/2018 7:38,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10464,98 EARLEY STREET,EARLEY STREET,DEAD END,CITY ISLAND AVE,,,ADDRESS,BRONX,,N/A,Closed,,10/12/2018 7:38,10 BRONX,BRONX,1043554,246470,Unspecified,BRONX,,,,,,,,40.84297924,-73.78566307,"(40.842979241827685, -73.7856630730894)"
40508148,10/10/2018 12:39,10/12/2018 7:51,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10027,129 WEST  123 STREET,WEST  123 STREET,LENOX AVE,ADAM CLAYTON POWELL JR BLVD,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:51,10 MANHATTAN,MANHATTAN,998801,233258,Unspecified,MANHATTAN,,,,,,,,40.80690321,-73.94743823,"(40.806903214544946, -73.94743822900135)"
40508054,10/10/2018 17:29,10/12/2018 7:55,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10027,145 WEST  123 STREET,WEST  123 STREET,LENOX AVE,ADAM CLAYTON POWELL JR BLVD,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:55,10 MANHATTAN,MANHATTAN,998716,233305,Unspecified,MANHATTAN,,,,,,,,40.80703236,-73.94774517,"(40.80703235612603, -73.94774516844122)"
40508053,10/10/2018 9:39,10/11/2018 10:07,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10010,400 2 AVENUE,2 AVENUE,E 23 ST,E 24 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,10/11/2018 10:07,06 MANHATTAN,MANHATTAN,989565,208144,Unspecified,MANHATTAN,,,,,,,,40.73798224,-73.98082078,"(40.73798223805986, -73.98082078050581)"
40508052,10/10/2018 11:04,10/12/2018 8:20,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10027,117 WEST  123 STREET,WEST  123 STREET,LENOX AVE,ADAM CLAYTON POWELL JR BLVD,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 8:20,10 MANHATTAN,MANHATTAN,998865,233223,Unspecified,MANHATTAN,,,,,,,,40.80680704,-73.94720712,"(40.806807043588385, -73.94720712159923)"
40507521,10/10/2018 21:26,10/12/2018 7:59,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10016,333 EAST   30 STREET,EAST   30 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:59,06 MANHATTAN,MANHATTAN,990789,209511,Unspecified,MANHATTAN,,,,,,,,40.74173349,-73.97640264,"(40.741733493133054, -73.97640263819913)"
40507491,10/10/2018 17:30,10/16/2018 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11212,35 EAST   94 STREET,EAST   94 STREET,EAST NEW YORK AVE,RUTLAND RD,,,ADDRESS,BROOKLYN,,N/A,Closed,,10/16/2018 0:00,17 BROOKLYN,BROOKLYN,1004472,181095,Unspecified,BROOKLYN,,,,,,,,40.66371757,-73.92710999,"(40.66371757115178, -73.92710998769313)"
40507490,10/10/2018 12:13,10/17/2018 7:03,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11215,181 12 STREET,12 STREET,3 AVE,4 AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,10/17/2018 7:03,06 BROOKLYN,BROOKLYN,986572,183096,Unspecified,BROOKLYN,,,,,,,,40.66923266,-73.99162968,"(40.669232659680944, -73.99162968133493)"
40507237,10/10/2018 9:53,10/12/2018 7:42,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10009,451E EAST   14 STREET,EAST   14 STREET,1 AVE,AVENUE A,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:42,06 MANHATTAN,MANHATTAN,989509,205505,Unspecified,MANHATTAN,,,,,,,,40.73073887,-73.98102492,"(40.73073886659916, -73.98102491975695)"
40507236,10/10/2018 11:40,10/12/2018 7:43,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10016,241 EAST   31 STREET,EAST   31 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:43,06 MANHATTAN,MANHATTAN,990207,210122,Unspecified,MANHATTAN,,,,,,,,40.74341095,-73.97850237,"(40.743410946864934, -73.97850236684357)"
40506907,10/10/2018 11:27,10/12/2018 7:48,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,10463,2907 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,W 229 ST,W 230 ST,,,ADDRESS,BRONX,,N/A,Closed,,10/12/2018 7:48,08 BRONX,BRONX,1011211,257948,Unspecified,BRONX,,,,,,,,40.87464087,-73.90251104,"(40.87464086738497, -73.90251104468575)"
40506881,10/10/2018 15:13,10/12/2018 7:37,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,10463,3200 NETHERLAND AVENUE,NETHERLAND AVENUE,W 232 ST,W 235 ST,,,ADDRESS,BRONX,,N/A,Closed,,10/12/2018 7:37,08 BRONX,BRONX,1008725,261391,Unspecified,BRONX,,,,,,,,40.88409807,-73.91148765,"(40.88409807305181, -73.91148764824935)"
40506843,10/10/2018 11:24,10/12/2018 8:04,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10457,2141 CROTONA AVENUE,CROTONA AVENUE,E 181 ST,E 182 ST,,,ADDRESS,BRONX,,N/A,Closed,,10/12/2018 8:04,06 BRONX,BRONX,1015333,248737,Unspecified,BRONX,,,,,,,,40.84934592,-73.88764894,"(40.849345918244566, -73.88764893507538)"
40506519,10/10/2018 23:57,10/12/2018 8:07,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10027,123 WEST WEST  120 STREET,WEST  120 STREET,LENOX AVE,7 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 8:07,10 MANHATTAN,MANHATTAN,998453,232553,Unspecified,MANHATTAN,,,,,,,,40.80496875,-73.94869678,"(40.80496875049544, -73.94869678131734)"
40506198,10/10/2018 20:31,10/12/2018 7:44,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10128,320 EAST   92 STREET,EAST   92 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:44,08 MANHATTAN,MANHATTAN,998576,223962,Unspecified,MANHATTAN,,,,,,,,40.78138858,-73.94827081,"(40.78138858164592, -73.94827081365011)"
40506197,10/10/2018 10:12,10/12/2018 7:57,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10027,454 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,W 130 ST,W 133 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:57,10 MANHATTAN,MANHATTAN,998383,236257,Unspecified,MANHATTAN,,,,,,,,40.81513531,-73.94894183,"(40.81513531323843, -73.94894183254551)"
40506196,10/10/2018 13:43,10/11/2018 10:10,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10016,151 EAST   31 STREET,EAST   31 STREET,LEXINGTON AVE,3 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,10/11/2018 10:10,06 MANHATTAN,MANHATTAN,989631,210441,Unspecified,MANHATTAN,,,,,,,,40.74428689,-73.98058078,"(40.7442868913573, -73.98058078148077)"
40506057,10/10/2018 12:50,10/12/2018 7:45,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10003,314 EAST   19 STREET,EAST   19 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:45,06 MANHATTAN,MANHATTAN,989221,207115,Unspecified,MANHATTAN,,,,,,,,40.73515809,-73.98206287,"(40.73515808743127, -73.98206286752408)"
40506037,10/10/2018 11:12,10/12/2018 8:03,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,10453,1600 SEDGWICK AVENUE,SEDGWICK AVENUE,CROSS BRONX EXPWY ET 1 D  SB,W 176 ST,,,ADDRESS,BRONX,,N/A,Closed,,10/12/2018 8:03,05 BRONX,BRONX,1005197,248200,Unspecified,BRONX,,,,,,,,40.84790188,-73.92428767,"(40.847901876462636, -73.92428767124863)"
40505644,10/10/2018 21:26,10/12/2018 7:40,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10016,200 EAST   32 STREET,EAST   32 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:40,06 MANHATTAN,MANHATTAN,990128,210453,Unspecified,MANHATTAN,,,,,,,,40.74431951,-73.97878717,"(40.744319511976464, -73.97878717291839)"
40505589,10/10/2018 9:35,10/12/2018 8:03,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10468,2333 LORING PLACE,LORING PLACE,W 183 ST,W FORDHAM RD,,,ADDRESS,BRONX,,N/A,Closed,,10/12/2018 8:03,07 BRONX,BRONX,1009722,253472,Unspecified,BRONX,,,,,,,,40.86236004,-73.90791217,"(40.862360041448255, -73.90791216758319)"
40505546,10/10/2018 0:29,10/12/2018 7:19,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10465,3180 RAWLINS AVENUE,RAWLINS AVENUE,ELLIS PL,LOHENGRIN PL,,,ADDRESS,BRONX,,N/A,Closed,,10/12/2018 7:19,10 BRONX,BRONX,1033344,245034,Unspecified,BRONX,,,,,,,,40.83910052,-73.82257453,"(40.839100515224665, -73.82257452644151)"
40505495,10/10/2018 17:43,10/12/2018 8:07,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10018,443 WEST   37 STREET,WEST   37 STREET,DYER AVE,10 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 8:07,04 MANHATTAN,MANHATTAN,985179,214718,Unspecified,MANHATTAN,,,,,,,,40.75602777,-73.99664679,"(40.756027765199875, -73.99664678801983)"
40505107,10/10/2018 17:56,10/19/2018 8:02,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10468,2955 GRAND CONCOURSE,GRAND CONCOURSE,BEDFORD PARK BLVD,E 201 ST,,,ADDRESS,BRONX,,N/A,Closed,,10/19/2018 8:02,07 BRONX,BRONX,1015354,257178,Unspecified,BRONX,,,,,,,,40.87251383,-73.88753386,"(40.87251382811215, -73.88753385727848)"
40505094,10/10/2018 9:27,10/12/2018 8:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10010,3 PETER COOPER ROAD,PETER COOPER ROAD,BEND,BEND,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 8:00,06 MANHATTAN,MANHATTAN,990554,207027,Unspecified,MANHATTAN,,,,,,,,40.7349157,-73.97725301,"(40.73491569948548, -73.97725301302047)"
40505093,10/10/2018 10:25,10/12/2018 7:39,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10010,330 3 AVENUE,3 AVENUE,E 24 ST,E 25 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:39,06 MANHATTAN,MANHATTAN,989113,208810,Unspecified,MANHATTAN,,,,,,,,40.7398105,-73.98245134,"(40.73981050293851, -73.9824513445768)"
40505092,10/10/2018 12:15,10/12/2018 8:05,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10003,245 EAST   19 STREET,EAST   19 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 8:05,06 MANHATTAN,MANHATTAN,988791,207359,Unspecified,MANHATTAN,,,,,,,,40.73582804,-73.9836143,"(40.7358280384498, -73.98361429542385)"
40505091,10/10/2018 13:17,10/12/2018 7:54,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10027,117 WEST  123 STREET,WEST  123 STREET,LENOX AVE,ADAM CLAYTON POWELL JR BLVD,,,ADDRESS,NEW YORK,,N/A,Closed,,10/12/2018 7:54,10 MANHATTAN,MANHATTAN,998865,233223,Unspecified,MANHATTAN,,,,,,,,40.80680704,-73.94720712,"(40.806807043588385, -73.94720712159923)"
40505075,10/10/2018 9:20,10/12/2018 7:53,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10464,85 EARLEY STREET,EARLEY STREET,DEAD END,CITY ISLAND AVE,,,ADDRESS,BRONX,,N/A,Closed,,10/12/2018 7:53,10 BRONX,BRONX,1043471,246452,Unspecified,BRONX,,,,,,,,40.84293039,-73.78596321,"(40.842930394267874, -73.78596321002668)"
40504545,10/9/2018 9:36,10/10/2018 13:31,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10003,239 EAST   14 STREET,EAST   14 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,10/10/2018 13:31,06 MANHATTAN,MANHATTAN,988065,206293,Unspecified,MANHATTAN,,,,,,,,40.73290247,-73.98623459,"(40.732902473955264, -73.98623459187246)"
